Market and Exchange Names,As of Date in Form YYMMDD,As of Date in Form YYYY-MM-DD,CFTC Contract Market Code,CFTC Market Code in Initials,CFTC Region Code,CFTC Commodity Code,Open Interest (All),Noncommercial Positions-Long (All),Noncommercial Positions-Short (All),Noncommercial Positions-Spreading (All),Commercial Positions-Long (All),Commercial Positions-Short (All), Total Reportable Positions-Long (All),Total Reportable Positions-Short (All),Nonreportable Positions-Long (All),Nonreportable Positions-Short (All),Open Interest (Old),Noncommercial Positions-Long (Old),Noncommercial Positions-Short (Old),Noncommercial Positions-Spreading (Old),Commercial Positions-Long (Old),Commercial Positions-Short (Old),Total Reportable Positions-Long (Old),Total Reportable Positions-Short (Old),Nonreportable Positions-Long (Old),Nonreportable Positions-Short (Old),Open Interest (Other),Noncommercial Positions-Long (Other),Noncommercial Positions-Short (Other),Noncommercial Positions-Spreading (Other),Commercial Positions-Long (Other),Commercial Positions-Short (Other),Total Reportable Positions-Long (Other),Total Reportable Positions-Short (Other),Nonreportable Positions-Long (Other),Nonreportable Positions-Short (Other),Change in Open Interest (All),Change in Noncommercial-Long (All),Change in Noncommercial-Short (All),Change in Noncommercial-Spreading (All),Change in Commercial-Long (All),Change in Commercial-Short (All),Change in Total Reportable-Long (All),Change in Total Reportable-Short (All),Change in Nonreportable-Long (All),Change in Nonreportable-Short (All),% of Open Interest (OI) (All),% of OI-Noncommercial-Long (All),% of OI-Noncommercial-Short (All),% of OI-Noncommercial-Spreading (All),% of OI-Commercial-Long (All),% of OI-Commercial-Short (All),% of OI-Total Reportable-Long (All),% of OI-Total Reportable-Short (All),% of OI-Nonreportable-Long (All),% of OI-Nonreportable-Short (All),% of Open Interest (OI)(Old),% of OI-Noncommercial-Long (Old),% of OI-Noncommercial-Short (Old),% of OI-Noncommercial-Spreading (Old),% of OI-Commercial-Long (Old),% of OI-Commercial-Short (Old),% of OI-Total Reportable-Long (Old),% of OI-Total Reportable-Short (Old),% of OI-Nonreportable-Long (Old),% of OI-Nonreportable-Short (Old),% of Open Interest (OI) (Other),% of OI-Noncommercial-Long (Other),% of OI-Noncommercial-Short (Other),% of OI-Noncommercial-Spreading (Other),% of OI-Commercial-Long (Other),% of OI-Commercial-Short (Other),% of OI-Total Reportable-Long (Other),% of OI-Total Reportable-Short (Other),% of OI-Nonreportable-Long (Other),% of OI-Nonreportable-Short (Other),Traders-Total (All),Traders-Noncommercial-Long (All),Traders-Noncommercial-Short (All),Traders-Noncommercial-Spreading (All),Traders-Commercial-Long (All),Traders-Commercial-Short (All),Traders-Total Reportable-Long (All),Traders-Total Reportable-Short (All),Traders-Total (Old),Traders-Noncommercial-Long (Old),Traders-Noncommercial-Short (Old),Traders-Noncommercial-Spreading (Old),Traders-Commercial-Long (Old),Traders-Commercial-Short (Old),Traders-Total Reportable-Long (Old),Traders-Total Reportable-Short (Old),Traders-Total (Other),Traders-Noncommercial-Long (Other),Traders-Noncommercial-Short (Other),Traders-Noncommercial-Spreading (Other),Traders-Commercial-Long (Other),Traders-Commercial-Short (Other),Traders-Total Reportable-Long (Other),Traders-Total Reportable-Short (Other),Concentration-Gross LT = 4 TDR-Long (All),Concentration-Gross LT =4 TDR-Short (All),Concentration-Gross LT =8 TDR-Long (All),Concentration-Gross LT =8 TDR-Short (All),Concentration-Net LT =4 TDR-Long (All),Concentration-Net LT =4 TDR-Short (All),Concentration-Net LT =8 TDR-Long (All),Concentration-Net LT =8 TDR-Short (All),Concentration-Gross LT =4 TDR-Long (Old),Concentration-Gross LT =4 TDR-Short (Old),Concentration-Gross LT =8 TDR-Long (Old),Concentration-Gross LT =8 TDR-Short (Old),Concentration-Net LT =4 TDR-Long (Old),Concentration-Net LT =4 TDR-Short (Old),Concentration-Net LT =8 TDR-Long (Old),Concentration-Net LT =8 TDR-Short (Old),Concentration-Gross LT =4 TDR-Long (Other),Concentration-Gross LT =4 TDR-Short(Other),Concentration-Gross LT =8 TDR-Long (Other),Concentration-Gross LT =8 TDR-Short(Other),Concentration-Net LT =4 TDR-Long (Other),Concentration-Net LT =4 TDR-Short (Other),Concentration-Net LT =8 TDR-Long (Other),Concentration-Net LT =8 TDR-Short (Other),Contract Units,CFTC Contract Market Code (Quotes),CFTC Market Code in Initials (Quotes),CFTC Commodity Code (Quotes)
GOLD - COMMODITY EXCHANGE INC.,250902,2025-09-02,088691,CMX ,1,88,492908,315796,66266,46558,73919,347817,436273,460641,56635,32267,492908,315796,66266,46558,73919,347817,436273,460641,56635,32267,0,0,0,0,0,0,0,0,0,0,   49148,   40029,    4810,    8185,    1011,   23944,   49225,   36939,     -77,   12209,100.0,64.1,13.4,9.4,15.0,70.6,88.5,93.5,11.5,6.5,100.0,64.1,13.4,9.4,15.0,70.6,88.5,93.5,11.5,6.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,360,212,73,81,50,65,293,189,360,212,73,81,50,65,293,189,0,0,0,0,0,0,0,0,17.1,28.4,27.7,47.1,17.0,27.7,26.2,46.1,17.1,28.4,27.7,47.1,17.0,27.7,26.2,46.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,(CONTRACTS OF 100 TROY OUNCES),088691,CMX ,88
GOLD - COMMODITY EXCHANGE INC.,250826,2025-08-26,088691,CMX ,1,88,443760,275767,61456,38373,72908,323873,387048,423702,56712,20058,443760,275767,61456,38373,72908,323873,387048,423702,56712,20058,0,0,0,0,0,0,0,0,0,0,    5219,     490,   -1231,   -2123,    6238,    7238,    4605,    3884,     614,    1335,100.0,62.1,13.8,8.6,16.4,73.0,87.2,95.5,12.8,4.5,100.0,62.1,13.8,8.6,16.4,73.0,87.2,95.5,12.8,4.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,316,187,58,75,55,54,273,158,316,187,58,75,55,54,273,158,0,0,0,0,0,0,0,0,19.4,29.9,30.5,49.7,19.1,29.1,28.7,48.3,19.4,29.9,30.5,49.7,19.1,29.1,28.7,48.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,(CONTRACTS OF 100 TROY OUNCES),088691,CMX ,88
GOLD - COMMODITY EXCHANGE INC.,250819,2025-08-19,088691,CMX ,1,88,438541,275277,62687,40496,66670,316635,382443,419818,56098,18723,438541,275277,62687,40496,66670,316635,382443,419818,56098,18723,0,0,0,0,0,0,0,0,0,0,   -7611,  -12838,    4057,    -458,    3243,   -9857,  -10053,   -6258,    2442,   -1353,100.0,62.8,14.3,9.2,15.2,72.2,87.2,95.7,12.8,4.3,100.0,62.8,14.3,9.2,15.2,72.2,87.2,95.7,12.8,4.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,318,193,60,83,50,52,275,164,318,193,60,83,50,52,275,164,0,0,0,0,0,0,0,0,20.1,30.9,31.7,50.8,19.8,30.1,30.2,49.1,20.1,30.9,31.7,50.8,19.8,30.1,30.2,49.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,(CONTRACTS OF 100 TROY OUNCES),088691,CMX ,88
GOLD - COMMODITY EXCHANGE INC.,250812,2025-08-12,088691,CMX ,1,88,446152,288115,58630,40954,63427,326492,392496,426076,53656,20076,446152,288115,58630,40954,63427,326492,392496,426076,53656,20076,0,0,0,0,0,0,0,0,0,0,   -3495,   -4079,    3486,   10173,  -10648,  -17729,   -4554,   -4070,    1059,     575,100.0,64.6,13.1,9.2,14.2,73.2,88.0,95.5,12.0,4.5,100.0,64.6,13.1,9.2,14.2,73.2,88.0,95.5,12.0,4.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,318,198,50,70,47,57,270,154,318,198,50,70,47,57,270,154,0,0,0,0,0,0,0,0,20.3,30.4,31.5,51.3,19.8,29.6,30.1,49.3,20.3,30.4,31.5,51.3,19.8,29.6,30.1,49.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,(CONTRACTS OF 100 TROY OUNCES),088691,CMX ,88
GOLD - COMMODITY EXCHANGE INC.,250805,2025-08-05,088691,CMX ,1,88,449647,292194,55144,30781,74075,344221,397050,430146,52597,19501,449647,292194,55144,30781,74075,344221,397050,430146,52597,19501,0,0,0,0,0,0,0,0,0,0,    4388,   10953,   -2501,    -928,   -5018,    6049,    5007,    2620,    -619,    1768,100.0,65.0,12.3,6.8,16.5,76.6,88.3,95.7,11.7,4.3,100.0,65.0,12.3,6.8,16.5,76.6,88.3,95.7,11.7,4.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,312,191,47,66,54,55,268,149,312,191,47,66,54,55,268,149,0,0,0,0,0,0,0,0,20.7,35.1,32.1,55.8,19.7,34.4,30.8,55.0,20.7,35.1,32.1,55.8,19.7,34.4,30.8,55.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,(CONTRACTS OF 100 TROY OUNCES),088691,CMX ,88
GOLD - COMMODITY EXCHANGE INC.,250729,2025-07-29,088691,CMX ,1,88,445259,281241,57645,31709,79093,338172,392043,427526,53216,17733,445259,281241,57645,31709,79093,338172,392043,427526,53216,17733,0,0,0,0,0,0,0,0,0,0,  -44164,  -30708,   -1266,  -14987,    2367,  -20891,  -43328,  -37144,    -836,   -7020,100.0,63.2,12.9,7.1,17.8,75.9,88.0,96.0,12.0,4.0,100.0,63.2,12.9,7.1,17.8,75.9,88.0,96.0,12.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,300,181,46,69,54,56,260,150,300,181,46,69,54,56,260,150,0,0,0,0,0,0,0,0,20.2,34.5,31.0,53.6,19.4,31.9,29.5,50.8,20.2,34.5,31.0,53.6,19.4,31.9,29.5,50.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,(CONTRACTS OF 100 TROY OUNCES),088691,CMX ,88
GOLD - COMMODITY EXCHANGE INC.,250722,2025-07-22,088691,CMX ,1,88,489423,311949,58911,46696,76726,359063,435371,464670,54052,24753,489423,311949,58911,46696,76726,359063,435371,464670,54052,24753,0,0,0,0,0,0,0,0,0,0,   40892,   41722,    1799,    1357,     737,   32386,   43816,   35542,   -2924,    5350,100.0,63.7,12.0,9.5,15.7,73.4,89.0,94.9,11.0,5.1,100.0,63.7,12.0,9.5,15.7,73.4,89.0,94.9,11.0,5.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,337,203,58,76,50,63,283,170,337,203,58,76,50,63,283,170,0,0,0,0,0,0,0,0,18.1,30.3,28.1,49.3,17.5,29.8,26.4,47.4,18.1,30.3,28.1,49.3,17.5,29.8,26.4,47.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,(CONTRACTS OF 100 TROY OUNCES),088691,CMX ,88
GOLD - COMMODITY EXCHANGE INC.,250715,2025-07-15,088691,CMX ,1,88,448531,270227,57112,45339,75989,326677,391555,429128,56976,19403,448531,270227,57112,45339,75989,326677,391555,429128,56976,19403,0,0,0,0,0,0,0,0,0,0,    5387,    8542,   -1605,   -7954,    4114,   16448,    4702,    6889,     685,   -1502,100.0,60.2,12.7,10.1,16.9,72.8,87.3,95.7,12.7,4.3,100.0,60.2,12.7,10.1,16.9,72.8,87.3,95.7,12.7,4.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,305,189,49,74,50,52,265,152,305,189,49,74,50,52,265,152,0,0,0,0,0,0,0,0,18.6,31.8,27.9,50.1,17.3,31.0,25.9,48.5,18.6,31.8,27.9,50.1,17.3,31.0,25.9,48.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,(CONTRACTS OF 100 TROY OUNCES),088691,CMX ,88
GOLD - COMMODITY EXCHANGE INC.,250708,2025-07-08,088691,CMX ,1,88,443144,261685,58717,53293,71875,310229,386853,422239,56291,20905,443144,261685,58717,53293,71875,310229,386853,422239,56291,20905,0,0,0,0,0,0,0,0,0,0,    5482,    3054,    2066,   -3594,    3055,    5340,    2515,    3812,    2967,    1670,100.0,59.1,13.3,12.0,16.2,70.0,87.3,95.3,12.7,4.7,100.0,59.1,13.3,12.0,16.2,70.0,87.3,95.3,12.7,4.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,299,182,51,74,50,53,257,153,299,182,51,74,50,53,257,153,0,0,0,0,0,0,0,0,19.5,31.3,30.2,49.9,17.6,30.4,26.3,47.2,19.5,31.3,30.2,49.9,17.6,30.4,26.3,47.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,(CONTRACTS OF 100 TROY OUNCES),088691,CMX ,88
GOLD - COMMODITY EXCHANGE INC.,250701,2025-07-01,088691,CMX ,1,88,437662,258631,56651,56887,68820,304889,384338,418427,53324,19235,437662,258631,56651,56887,68820,304889,384338,418427,53324,19235,0,0,0,0,0,0,0,0,0,0,    2704,    2554,   -4422,    6338,   -4503,    1006,    4389,    2922,   -1685,    -218,100.0,59.1,12.9,13.0,15.7,69.7,87.8,95.6,12.2,4.4,100.0,59.1,12.9,13.0,15.7,69.7,87.8,95.6,12.2,4.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,303,183,51,73,48,53,252,157,303,183,51,73,48,53,252,157,0,0,0,0,0,0,0,0,20.1,31.1,31.1,50.6,17.4,30.3,26.4,47.3,20.1,31.1,31.1,50.6,17.4,30.3,26.4,47.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,(CONTRACTS OF 100 TROY OUNCES),088691,CMX ,88
GOLD - COMMODITY EXCHANGE INC.,250624,2025-06-24,088691,CMX ,1,88,434958,256077,61073,50549,73323,303883,379949,415505,55009,19453,434958,256077,61073,50549,73323,303883,379949,415505,55009,19453,0,0,0,0,0,0,0,0,0,0,   -6256,   -4509,    1135,   -2555,    1639,   -5528,   -5425,   -6948,    -831,     692,100.0,58.9,14.0,11.6,16.9,69.9,87.4,95.5,12.6,4.5,100.0,58.9,14.0,11.6,16.9,69.9,87.4,95.5,12.6,4.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,310,185,54,77,51,51,261,160,310,185,54,77,51,51,261,160,0,0,0,0,0,0,0,0,20.0,31.3,31.3,51.3,17.3,30.4,27.0,47.7,20.0,31.3,31.3,51.3,17.3,30.4,27.0,47.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,(CONTRACTS OF 100 TROY OUNCES),088691,CMX ,88
GOLD - COMMODITY EXCHANGE INC.,250617,2025-06-17,088691,CMX ,1,88,441214,260586,59938,53104,71684,309411,385374,422453,55840,18761,441214,260586,59938,53104,71684,309411,385374,422453,55840,18761,0,0,0,0,0,0,0,0,0,0,   24071,   14591,    1424,    4396,    3252,   18261,   22239,   24081,    1832,     -10,100.0,59.1,13.6,12.0,16.2,70.1,87.3,95.7,12.7,4.3,100.0,59.1,13.6,12.0,16.2,70.1,87.3,95.7,12.7,4.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,322,202,50,71,50,53,274,152,322,202,50,71,50,53,274,152,0,0,0,0,0,0,0,0,19.5,31.5,30.8,51.2,16.8,30.5,26.2,47.9,19.5,31.5,30.8,51.2,16.8,30.5,26.2,47.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,(CONTRACTS OF 100 TROY OUNCES),088691,CMX ,88
GOLD - COMMODITY EXCHANGE INC.,250610,2025-06-10,088691,CMX ,1,88,417143,245995,58514,48708,68432,291150,363135,398372,54008,18771,417143,245995,58514,48708,68432,291150,363135,398372,54008,18771,0,0,0,0,0,0,0,0,0,0,    1202,    -987,    -563,    2650,   -2473,    -581,    -810,    1506,    2012,    -304,100.0,59.0,14.0,11.7,16.4,69.8,87.1,95.5,12.9,4.5,100.0,59.0,14.0,11.7,16.4,69.8,87.1,95.5,12.9,4.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,314,191,53,72,51,52,265,154,314,191,53,72,51,52,265,154,0,0,0,0,0,0,0,0,20.3,31.9,31.6,51.5,17.5,30.6,27.4,47.6,20.3,31.9,31.6,51.5,17.5,30.6,27.4,47.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,(CONTRACTS OF 100 TROY OUNCES),088691,CMX ,88
GOLD - COMMODITY EXCHANGE INC.,250603,2025-06-03,088691,CMX ,1,88,415941,246982,59077,46058,70905,291731,363945,396866,51996,19075,415941,246982,59077,46058,70905,291731,363945,396866,51996,19075,0,0,0,0,0,0,0,0,0,0,  -21597,   12895,    -826,  -13343,  -16604,   -3365,  -17052,  -17534,   -4545,   -4063,100.0,59.4,14.2,11.1,17.0,70.1,87.5,95.4,12.5,4.6,100.0,59.4,14.2,11.1,17.0,70.1,87.5,95.4,12.5,4.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,318,195,52,69,55,55,275,151,318,195,52,69,55,55,275,151,0,0,0,0,0,0,0,0,20.1,32.6,31.2,51.2,17.6,31.0,27.1,47.9,20.1,32.6,31.2,51.2,17.6,31.0,27.1,47.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,(CONTRACTS OF 100 TROY OUNCES),088691,CMX ,88
GOLD - COMMODITY EXCHANGE INC.,250527,2025-05-27,088691,CMX ,1,88,437538,234087,59903,59401,87509,295096,380997,414400,56541,23138,437538,234087,59903,59401,87509,295096,380997,414400,56541,23138,0,0,0,0,0,0,0,0,0,0,  -10462,   -3975,  -14178,   -6228,   -2747,    7192,  -12950,  -13214,    2488,    2752,100.0,53.5,13.7,13.6,20.0,67.4,87.1,94.7,12.9,5.3,100.0,53.5,13.7,13.6,20.0,67.4,87.1,94.7,12.9,5.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,294,174,50,65,53,56,248,151,294,174,50,65,53,56,248,151,0,0,0,0,0,0,0,0,18.6,30.2,28.8,45.2,16.6,27.7,25.4,40.8,18.6,30.2,28.8,45.2,16.6,27.7,25.4,40.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,(CONTRACTS OF 100 TROY OUNCES),088691,CMX ,88
GOLD - COMMODITY EXCHANGE INC.,250520,2025-05-20,088691,CMX ,1,88,448000,238062,74081,65629,90256,287904,393947,427614,54053,20386,448000,238062,74081,65629,90256,287904,393947,427614,54053,20386,0,0,0,0,0,0,0,0,0,0,    7158,    -129,   -2901,    2960,    1844,    8285,    4675,    8344,    2483,   -1186,100.0,53.1,16.5,14.6,20.1,64.3,87.9,95.4,12.1,4.6,100.0,53.1,16.5,14.6,20.1,64.3,87.9,95.4,12.1,4.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,306,180,62,70,47,53,254,158,306,180,62,70,47,53,254,158,0,0,0,0,0,0,0,0,18.2,29.2,27.8,43.4,16.0,27.1,24.5,40.2,18.2,29.2,27.8,43.4,16.0,27.1,24.5,40.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,(CONTRACTS OF 100 TROY OUNCES),088691,CMX ,88
GOLD - COMMODITY EXCHANGE INC.,250513,2025-05-13,088691,CMX ,1,88,440842,238191,76982,62669,88412,279619,389272,419270,51570,21572,440842,238191,76982,62669,88412,279619,389272,419270,51570,21572,0,0,0,0,0,0,0,0,0,0,  -11572,     746,    2034,  -12424,    1168,     272,  -10510,  -10118,   -1062,   -1454,100.0,54.0,17.5,14.2,20.1,63.4,88.3,95.1,11.7,4.9,100.0,54.0,17.5,14.2,20.1,63.4,88.3,95.1,11.7,4.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,316,184,65,71,50,51,261,162,316,184,65,71,50,51,261,162,0,0,0,0,0,0,0,0,17.0,28.8,26.4,43.4,15.7,26.9,24.2,40.5,17.0,28.8,26.4,43.4,15.7,26.9,24.2,40.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,(CONTRACTS OF 100 TROY OUNCES),088691,CMX ,88
GOLD - COMMODITY EXCHANGE INC.,250506,2025-05-06,088691,CMX ,1,88,452414,237445,74948,75093,87244,279347,399782,429388,52632,23026,452414,237445,74948,75093,87244,279347,399782,429388,52632,23026,0,0,0,0,0,0,0,0,0,0,     546,   -2932,   -2111,    7064,   -5543,   -4201,   -1411,     752,    1957,    -206,100.0,52.5,16.6,16.6,19.3,61.7,88.4,94.9,11.6,5.1,100.0,52.5,16.6,16.6,19.3,61.7,88.4,94.9,11.6,5.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,333,191,68,74,55,56,276,170,333,191,68,74,55,56,276,170,0,0,0,0,0,0,0,0,20.0,29.4,29.6,46.7,14.8,26.4,23.1,40.3,20.0,29.4,29.6,46.7,14.8,26.4,23.1,40.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,(CONTRACTS OF 100 TROY OUNCES),088691,CMX ,88
GOLD - COMMODITY EXCHANGE INC.,250429,2025-04-29,088691,CMX ,1,88,451868,240377,77059,68029,92787,283548,401193,428636,50675,23232,451868,240377,77059,68029,92787,283548,401193,428636,50675,23232,0,0,0,0,0,0,0,0,0,0,  -13483,  -18519,   -6459,    3606,    1659,   -9848,  -13254,  -12701,    -229,    -782,100.0,53.2,17.1,15.1,20.5,62.8,88.8,94.9,11.2,5.1,100.0,53.2,17.1,15.1,20.5,62.8,88.8,94.9,11.2,5.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,315,184,61,72,49,52,264,157,315,184,61,72,49,52,264,157,0,0,0,0,0,0,0,0,19.7,28.4,29.6,46.0,14.9,25.0,23.1,40.3,19.7,28.4,29.6,46.0,14.9,25.0,23.1,40.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,(CONTRACTS OF 100 TROY OUNCES),088691,CMX ,88
GOLD - COMMODITY EXCHANGE INC.,250422,2025-04-22,088691,CMX ,1,88,465351,258896,83518,64423,91128,293396,414447,441337,50904,24014,465351,258896,83518,64423,91128,293396,414447,441337,50904,24014,0,0,0,0,0,0,0,0,0,0,    8723,  -12811,   14021,    1419,   20560,   -9084,    9168,    6356,    -445,    2367,100.0,55.6,17.9,13.8,19.6,63.0,89.1,94.8,10.9,5.2,100.0,55.6,17.9,13.8,19.6,63.0,89.1,94.8,10.9,5.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,333,196,64,75,48,55,272,170,333,196,64,75,48,55,272,170,0,0,0,0,0,0,0,0,20.2,27.3,29.6,44.9,15.6,25.2,23.9,40.9,20.2,27.3,29.6,44.9,15.6,25.2,23.9,40.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,(CONTRACTS OF 100 TROY OUNCES),088691,CMX ,88
GOLD - COMMODITY EXCHANGE INC.,250415,2025-04-15,088691,CMX ,1,88,456628,271707,69497,63004,70568,302480,405279,434981,51349,21647,456628,271707,69497,63004,70568,302480,405279,434981,51349,21647,0,0,0,0,0,0,0,0,0,0,   11160,    1874,     379,    7069,    1354,    1083,   10297,    8531,     863,    2629,100.0,59.5,15.2,13.8,15.5,66.2,88.8,95.3,11.2,4.7,100.0,59.5,15.2,13.8,15.5,66.2,88.8,95.3,11.2,4.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,321,198,48,70,47,59,268,159,321,198,48,70,47,59,268,159,0,0,0,0,0,0,0,0,18.9,29.1,28.3,46.5,15.3,27.6,23.8,44.0,18.9,29.1,28.3,46.5,15.3,27.6,23.8,44.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,(CONTRACTS OF 100 TROY OUNCES),088691,CMX ,88
GOLD - COMMODITY EXCHANGE INC.,250408,2025-04-08,088691,CMX ,1,88,445468,269833,69118,55935,69214,301397,394982,426450,50486,19018,445468,269833,69118,55935,69214,301397,394982,426450,50486,19018,0,0,0,0,0,0,0,0,0,0,  -53278,  -58103,  -20384,    4688,     339,  -32539,  -53076,  -48235,    -202,   -5043,100.0,60.6,15.5,12.6,15.5,67.7,88.7,95.7,11.3,4.3,100.0,60.6,15.5,12.6,15.5,67.7,88.7,95.7,11.3,4.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,311,189,54,73,49,48,266,152,311,189,54,73,49,48,266,152,0,0,0,0,0,0,0,0,19.0,29.3,28.6,47.2,16.4,27.8,24.4,44.9,19.0,29.3,28.6,47.2,16.4,27.8,24.4,44.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,(CONTRACTS OF 100 TROY OUNCES),088691,CMX ,88
GOLD - COMMODITY EXCHANGE INC.,250401,2025-04-01,088691,CMX ,1,88,498746,327936,89502,51247,68875,333936,448058,474685,50688,24061,498746,327936,89502,51247,68875,333936,448058,474685,50688,24061,0,0,0,0,0,0,0,0,0,0,  -12736,   11364,   22726,   -3973,  -17963,  -31500,  -10572,  -12747,   -2164,      11,100.0,65.8,17.9,10.3,13.8,67.0,89.8,95.2,10.2,4.8,100.0,65.8,17.9,10.3,13.8,67.0,89.8,95.2,10.2,4.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,325,198,64,70,41,50,264,162,325,198,64,70,41,50,264,162,0,0,0,0,0,0,0,0,15.5,27.3,24.5,44.2,14.8,25.9,23.2,41.9,15.5,27.3,24.5,44.2,14.8,25.9,23.2,41.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,(CONTRACTS OF 100 TROY OUNCES),088691,CMX ,88
GOLD - COMMODITY EXCHANGE INC.,250325,2025-03-25,088691,CMX ,1,88,511482,316572,66776,55220,86838,365436,458630,487432,52852,24050,511482,316572,66776,55220,86838,365436,458630,487432,52852,24050,0,0,0,0,0,0,0,0,0,0,  -22084,   -5082,    3054,  -12302,   -4711,  -11281,  -22095,  -20529,      11,   -1555,100.0,61.9,13.1,10.8,17.0,71.4,89.7,95.3,10.3,4.7,100.0,61.9,13.1,10.8,17.0,71.4,89.7,95.3,10.3,4.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,320,195,59,80,45,58,267,172,320,195,59,80,45,58,267,172,0,0,0,0,0,0,0,0,15.6,28.6,24.6,44.0,15.6,27.7,22.8,40.7,15.6,28.6,24.6,44.0,15.6,27.7,22.8,40.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,(CONTRACTS OF 100 TROY OUNCES),088691,CMX ,88
GOLD - COMMODITY EXCHANGE INC.,250318,2025-03-18,088691,CMX ,1,88,533566,321654,63722,67522,91549,376717,480725,507961,52841,25605,533566,321654,63722,67522,91549,376717,480725,507961,52841,25605,0,0,0,0,0,0,0,0,0,0,   22290,   25482,    3650,   -9290,    7004,   26984,   23196,   21344,    -906,     946,100.0,60.3,11.9,12.7,17.2,70.6,90.1,95.2,9.9,4.8,100.0,60.3,11.9,12.7,17.2,70.6,90.1,95.2,9.9,4.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,325,202,58,75,44,56,272,164,325,202,58,75,44,56,272,164,0,0,0,0,0,0,0,0,16.2,29.0,26.1,43.4,15.3,26.2,22.4,39.8,16.2,29.0,26.1,43.4,15.3,26.2,22.4,39.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,(CONTRACTS OF 100 TROY OUNCES),088691,CMX ,88
